Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
" Rause, Olita ",LAT, IM ,2192,0,0,1962,243
" Volodins, Igors ",LAT, ,2186,2098,2135,1983,31
" Ozols-Ozolins, Ainars ",LAT, ,2184,0,0,1985,0
" Batashevs, Arsens ",LAT, ,2180,2052,2223,2001,225
" Klochan, Jevgeny ",LAT, ,2179,2163,2145,1991,1
" Metreveli, Sergejs ",LAT, ,2179,2079,2079,1982,12
" Indricans, Olgerts ",LAT, ,2178,2277,2310,1990,87
" Valeinis, Janis ",LAT, ,2178,2097,2094,1978,237
" Smorodinskis, Igors ",LAT, ,2177,1978,2050,1963,47
" Golubovskis, Maksims ",LAT, FM ,2176,2214,2205,2003,505
" Limanovska, Elizabete ",LAT, WFM ,2176,2076,2076,2000,311
" Kupruks, Raimonds ",LAT, ,2175,0,0,1973,23
" Dzalbo, Andrejs ",LAT, ,2174,2182,2156,1990,39
" Kretainis, Kristaps ",LAT, ,2174,2112,2081,1982,151
" Dunaveckis, Deniss ",LAT, ,2171,2300,2273,1996,38
" Tyurin, Ilya ",LAT, ,2168,0,2107,1987,30
" Ungurs, Edgars ",LAT, FM ,2168,2132,2132,1984,114
" Andrejevs, Arvids ",LAT, CM ,2165,2139,2211,1987,161
" Voronova, Tatiana ",LAT, WIM ,2164,2097,2157,1955,203
" Michailovs, Romans ",LAT, ,2160,0,2060,1978,0
" Vedenina, Oksana ",LAT, ,2160,0,0,1979,37
" Podprigora, Dmitrij ",LAT, ,2159,0,0,1981,1
" Starcevs, Dmitrijs ",LAT, ,2158,2131,2093,1996,77
" Kovalevsky, Arkady ",LAT, ,2156,2209,2213,1990,8
" Gutmans, Mihail ",LAT, ,2155,2055,2132,1988,21
" Potuznij, Dmitrij ",LAT, ,2153,0,0,1972,30
" Auzins, Artis ",LAT, ,2151,2017,1957,1974,376
" Mierins, Emils Janis ",LAT, ,2147,2094,2108,2005,159
" Ozolins, Aris ",LAT, FM ,2147,2038,2011,1957,97
" Laimins, Lauris ",LAT, ,2144,2072,2084,1976,54
" Sakovich, Igor ",LAT, FM ,2142,2176,2149,1938,139
" Berzina, Ilze ",LAT, WGM ,2141,2060,1954,1984,734
" Abolina, Liga ",LAT, ,2140,0,0,1976,25
" Graudins, Ilmars ",LAT, ,2135,2101,2035,1968,192
" Marutkins, Olegs ",LAT, ,2135,1981,2026,1996,90
" Pakula, Aleksej ",LAT, ,2132,2032,2067,1979,29
" Karklins, Imants ",LAT, ,2131,2085,2157,1971,3
" Titareva, Tatiana ",LAT, ,2130,0,0,1986,25
" Matcins, Aleksejs ",LAT, ,2124,0,2083,1985,27
" Lickrastina, Agnese ",LAT, WIM ,2123,2023,0,1972,93
" Bolsakovs, Vadims ",LAT, ,2122,2022,2022,1989,49
" Osis, Renars ",LAT, ,2119,2155,2107,1979,67
" Krilovs, Nikolajs ",LAT, ,2118,2059,2076,1994,38
" Bekasovs, Rihards ",LAT, ,2117,2107,2037,2002,146
" Erneste, Inguna ",LAT, WGM ,2116,2090,0,1966,335
" Dadikina, Anna ",LAT, ,2115,0,0,1975,66
" Polyakov, Fedor ",LAT, ,2113,2013,2013,2000,174
" Mihalevica, Diana ",LAT, ,2111,0,0,1985,11
" Krustkalns, Kristaps ",LAT, FM ,2108,1937,1910,1979,117
" Jekabsons, Ivars ",LAT, ,2104,1936,0,1962,33
" Otikova, Elina ",LAT, WFM ,2103,1998,1998,1993,140
" Petrovskis, Olegs ",LAT, ,2101,2118,2001,1998,90
" Smirnova, Marina ",LAT, ,2099,0,0,1983,33
" Andrejevs, Jurijs ",LAT, ,2098,2021,0,1986,0
" Dzjuba, Vsevolod ",LAT, FM ,2098,2011,1980,1979,167
" Dzirkalis, Edvins ",LAT, ,2097,2183,0,1969,11
" Kuzmicevs, Genadijs ",LAT, ,2096,0,0,1939,18
" Gertners, Gunars ",LAT, ,2094,2093,0,1958,181
" Hohluks, Aleksandrs ",LAT, ,2094,2139,2053,1991,45
" Priednieks, Eriks ",LAT, ,2091,2042,0,1939,23
" Skujina, Guna ",LAT, ,2090,2055,0,1970,9
" Orlovska, Madara ",LAT, ,2088,2095,1997,1986,132
" Andaburskis, Aleksejs ",LAT, ,2085,2082,2045,1952,67
" Osokins, Andrejs ",LAT, ,2082,0,0,1984,0
" Volkovs, Janis ",LAT, ,2081,0,0,1986,6
" Agafonov, Yuri Dr ",LAT, ,2077,2083,1990,1956,147
" Brikers, Aleksandrs ",LAT, ,2077,1977,2011,2001,66
" Griezne, Edvins ",LAT, ,2076,2161,2163,1964,106
" Bedrina, Irina ",LAT, WFM ,2075,0,0,1974,0
" Besedin, Pavel ",LAT, ,2071,2173,2095,1989,28
" Cimins, Alberts ",LAT, ,2071,1972,1971,1970,143
" Krumina, Linda ",LAT, WFM ,2071,1995,1943,1984,193
" Kalnins, Toms ",LAT, ,2067,2075,1993,1996,34
" Mierins, Eriks ",LAT, ,2065,1998,1953,1973,132
" Ozolins, Ansis ",LAT, ,2063,2012,0,1989,20
" Melnikovs, Svjatoslav ",LAT, ,2062,0,2014,1990,31
" Jakovlevs, Igors ",LAT, ,2061,0,0,1961,4
" Katishonok, Nikolaj ",LAT, FM ,2057,2186,2126,1957,136
" Atrohovs, Viktors ",LAT, ,2056,2081,2052,1989,2
" Germanovs, Georgijs ",LAT, ,2055,2047,2100,2008,72
" Kapce, Viesturs ",LAT, ,2055,1955,1955,1987,47
" Sinauridze, Simons ",LAT, ,2053,1897,1940,2000,64
" Kolesnikovs, Ivans ",LAT, ,2052,1897,2058,1986,71
" Liepins, Oliver ",LAT, ,2052,0,0,1971,24
" Eremina, Natalia ",LAT, ,2050,0,0,1967,6
" Segal, Naum ",LAT, ,2050,2098,1969,1934,91
" Smirnov, Aleksandr ",LAT, ,2050,0,0,1985,8
" Stepite, Inta ",LAT, ,2050,0,0,1971,0
" Stirna, Uldis ",LAT, ,2049,1870,1917,1973,6
" Jazdanovs, Aleksandrs ",LAT, CM ,2046,1962,2064,2003,326
" Kovalovs, Nikolajs ",LAT, ,2046,0,0,1987,18
" Kolasa, Pjotrs ",LAT, ,2045,2038,1943,2000,128
" Nevickis, Nikolajs ",LAT, ,2044,1944,1944,1931,3
" Priedite, Ingrida ",LAT, WFM ,2044,1944,0,1954,51
" Vikanis, Georgs ",LAT, ,2039,0,0,1995,22
" Daskevics, Vitalijs ",LAT, ,2038,1915,1978,1958,6
" Gudovskis, Konstantins ",LAT, ,2038,1924,1924,1983,52
" Kalandarova, Laura ",LAT, ,2037,1937,0,1985,0
" Lutskane, Anus ",LAT, ,2035,0,0,1951,12
" Veja, Ginta ",LAT, ,2035,1975,1935,1978,54
" Adamovics, Aleksejs ",LAT, ,2033,1983,1991,2007,38
" Rasa, Gints ",LAT, ,2031,2014,2001,1973,45
" Vingris,Mikelis ",LAT, ,2030,1968,1982,2009,136
" Saveljevs, Aleksandrs ",LAT, ,2028,1863,0,1985,34
" Fjodorovs, Sergejs ",LAT, ,2024,2125,2086,1985,0
" Beks, Edmunds ",LAT, ,2022,2061,2039,1997,80
" Levchenkov, Vitaly ",LAT, FM ,2022,2002,1959,1949,168
" Smirnovs, Aleksandrs ",LAT, ,2022,1950,2027,1985,344
" Sermons, Uldis ",LAT, ,2021,2003,2125,1964,10
" Tolmacevs,Artjoms ",LAT, ,2019,1780,1961,2009,144
" Krums, Ilmars ",LAT, ,2016,1922,1914,1971,20
" Matvieks, Nikolajs ",LAT, ,2015,1980,1951,1939,15
" Rusakova, Natalija ",LAT, ,2015,0,0,1975,16
" Dagis, Karlis ",LAT, ,2014,1964,1997,1992,10
" Kozjukova, Olga ",LAT, ,2014,0,0,1989,62
" Kuznecova, Marija ",LAT, ,2014,1858,1926,2010,200
" Pankratovs, Vladimirs ",LAT, ,2012,0,0,1972,15
" Gorozhankina, Julia ",LAT, WFM ,2009,1937,1970,1993,352
" Lapsa, Guntis ",LAT, ,2008,0,0,1982,0
" Daugerts, Janis ",LAT, ,2006,1939,1968,1981,7
" Ratke, Aija ",LAT, ,2006,0,0,1973,6
" Berzina, Aija ",LAT, ,2005,0,0,1978,12
" Francs,Marats ",LAT, ,2005,2002,1942,2008,34
" Lelis, Edgars ",LAT, ,2004,2086,1971,1991,34
" Skuja, Aivars ",LAT, ,1998,1922,1904,1943,76
" Vins, Aleksis ",LAT, ,1998,2004,1937,1997,34
" Goldmane, Astra ",LAT, ,1997,1897,0,1956,25
" Romanovs, Valentins ",LAT, ,1992,0,0,1986,0
" Vidruska, Renate ",LAT, WFM ,1991,1949,2006,1984,452
" Titareva, Anna ",LAT, ,1989,0,0,1989,0
" Dagis, Martins ",LAT, ,1984,1973,1960,1988,12
" Safonov, Nikolaj ",LAT, ,1984,1916,2006,1963,294
" Kurpnieks, Vairis ",LAT, ,1983,1886,1972,1976,430
" Golsta, Madara ",LAT, ,1980,1884,1996,2003,544
" Pogrebnojs, Dmitrijs ",LAT, ,1980,1905,1843,1979,23
" Upmanis, Gustavs ",LAT, ,1980,1985,0,1994,11
" Visockis, Janis ",LAT, ,1976,1856,1923,1938,47
" Rozlapa, Vija ",LAT, ,1975,1875,1807,1942,68
" Ungure, Liga ",LAT, WFM ,1971,1871,1871,1956,187
" Savicevs, Arsenijs ",LAT, ,1970,1963,2115,2008,90
" Vilerte, Tamara ",LAT, WGM ,1970,2083,0,1954,117
" Somova, Nadezda ",LAT, ,1968,0,0,1990,78
" Saveljevs, Aleksandrs ",LAT, ,1961,1947,0,1986,34
" Elsts, Andrs ",LAT, ,1960,1898,1936,1979,0
" Kalnina, Madara ",LAT, ,1960,0,0,1990,30
" Biktimirovs, Konstantins ",LAT, ,1956,1953,1888,1992,9
" Fedorovichs, Vladimirs ",LAT, ,1955,1855,1855,1950,1
" Ter-Avetisjana, Agnesa Stepania ",LAT, WFM ,1952,1939,1986,2007,180
" Kanasts, Mairis ",LAT, ,1950,0,0,1989,1
" Grapmanis, Edgars ",LAT, ,1947,1874,1939,1998,9
" Boreisis, Vitauts ",LAT, ,1946,1920,1760,1968,194
" Sarkans, Auseklis ",LAT, ,1945,0,0,1989,10
" Parhomenko, Margarita ",LAT, ,1944,1805,1843,1999,141
" Somova, Olga ",LAT, ,1943,0,0,1987,5
" Sokols, Svjatoslavs ",LAT, ,1941,1939,1905,1994,0
" Zemzare, Agnija ",LAT, ,1940,1936,2033,1986,74
" Morozli, Grigorijs ",LAT, ,1938,1853,1838,2003,74
" Safonovs, Romans ",LAT, ,1936,1912,0,1987,9
" Saksis, Juris ",LAT, ,1934,2026,1967,1952,77
" Shumskis, Aleksandrs ",LAT, ,1931,1968,1939,1997,21
" Karzinins, Genadijs ",LAT, ,1929,2002,0,1992,18
" Kazoks, Aivars ",LAT, ,1929,1829,1829,1953,1215
" Bogdanovics, Kirills ",LAT, ,1927,1773,1827,2005,83
" Kazmins, Girts ",LAT, ,1926,1806,1868,1979,49
" Cimina, Andra ",LAT, ,1925,1887,1894,1972,11
" Lielmezs, Girts ",LAT, ,1922,1826,1777,1977,38
" Gavrilovs, Dmitrijs ",LAT, ,1921,1861,0,1986,1
" Pavlucenko, Aleksejs ",LAT, ,1920,1820,1861,1990,0
" Gobleja, Karlis ",LAT, ,1918,1821,1783,1968,32
" Pucena, Mara ",LAT, ,1918,1833,0,1988,36
" Freibergs, Andrejs ",LAT, ,1914,1938,1907,2006,50
" Tenis, Girts ",LAT, ,1914,1802,1763,1971,7
" Vilums, Aldis ",LAT, ,1914,1843,1767,1980,0
" Springis, Jevgenijs ",LAT, ,1911,1957,1993,2006,117
" Pavlovs, Nikita ",LAT, ,1910,1851,1829,2002,15
" Pavlovs, Sergejs ",LAT, ,1910,1905,1904,1979,28
" Solomka, Nikita ",LAT, ,1910,2053,1978,2002,13
" Marcinkevics, Oskars ",LAT, ,1909,2028,1908,1993,2
" Zalitis, Arturs-Aleksis ",LAT, ,1908,1808,1854,1995,16
" Milovs, Daniels ",LAT, ,1904,1844,1806,2001,92
" Grivnieks, Alberts ",LAT, ,1903,1823,0,2000,7
" Sprostins, Ainars ",LAT, ,1903,0,0,1969,0
" Migunovs, Andrejs ",LAT, ,1902,1884,0,1998,22
" Seglins, Juris ",LAT, ,1901,1806,1903,1964,10
" Vasiljevs, Andrejs ",LAT, ,1901,0,0,1994,9
" Kucins, Vladislavs ",LAT, ,1900,0,0,1936,1
" Rahunoks, Arturs ",LAT, ,1899,0,1843,1990,20
" Upelnieks, Imants ",LAT, ,1899,1823,0,1940,5
" Indricans, Vadims ",LAT, ,1898,1994,2033,1993,18
" Isakovs, Janis ",LAT, ,1895,1810,1732,1960,58
" Simcaks, Sergejs ",LAT, ,1895,1905,1841,1969,1
" Ni, Polina ",LAT, ,1892,1683,1734,1971,73
" Liepins, Martins ",LAT, ,1889,1614,1792,1940,0
" Smislajevs, Olegs ",LAT, ,1889,1940,1957,1957,0
" Gercans, Visvaldis ",LAT, ,1887,1803,1787,1963,3
" Haciveli, Zubeirs ",LAT, ,1885,1785,1785,1998,1
" Vasiljeva, Sofija ",LAT, ,1885,1822,0,1994,46
" Zuj-Zaikovskis, Nikita ",LAT, ,1885,1785,1785,2000,58
" Borisovs, Leonids ",LAT, ,1880,0,1859,1954,829
" Semjonovs, Vsevolods ",LAT, ,1879,1779,1886,2000,24
" Elsbergs, Janis ",LAT, ,1876,1793,1855,1969,44
" Fridensteins-Bridins, Atis ",LAT, ,1876,1694,1730,2004,45
" Feldmanis, Arturs ",LAT, ,1875,1790,1805,1983,10
" Miles, Jana ",LAT, ,1875,1851,0,1981,112
" Sirokov, Jevgenijs ",LAT, ,1874,1929,1867,1999,31
" Djogteva, Jekaterina ",LAT, ,1872,1749,1794,1996,70
" Mikelsons, Mikelis-Emils ",LAT, ,1872,1868,1756,2000,35
" Bogorods, Daniels ",LAT, ,1871,1884,1849,1999,4
" Feigelmans, Vladimirs ",LAT, ,1871,1834,1874,1935,0
" Kance, Edmunds ",LAT, ,1871,1813,1827,1980,0
" Mihailovs, Arturs ",LAT, ,1870,1826,1825,1982,79
" Erlats, Janis ",LAT, ,1869,1769,0,1963,24
" Markauss, Daniels ",LAT, ,1869,1913,1952,1998,18
" Zarovs, Aleksandrs ",LAT, ,1868,1752,1768,1999,34
" Panzhina, Jekaterina ",LAT, ,1865,0,0,1990,11
" Avotins, Maigonis ",LAT, ,1864,1816,0,1962,833
" Antonivs, Vladislavs ",LAT, ,1861,1876,1882,2002,45
" Lindermans, Pavels ",LAT, ,1861,1842,1811,2001,30
" Veits, Janis ",LAT, ,1860,0,0,1992,24
" Nevickis, Arturs ",LAT, ,1858,1767,1758,1937,4
" Voronko, Valerijs ",LAT, ,1858,1886,1863,1995,9
" Rubins, Viktors ",LAT, ,1856,1735,0,1949,0
" Skonda, Nikolajs ",LAT, ,1856,1821,1819,1942,1
" Jemeljanova, Irina ",LAT, ,1855,1839,0,1985,0
" Krastins, Juris ",LAT, ,1851,1919,1827,1987,4
" Malnieks, Karlis ",LAT, ,1851,1835,1751,2001,2
" Kurbanova, Dinara ",LAT, ,1850,0,0,1989,11
" Somova, Tatjana ",LAT, ,1850,0,0,1988,17
" Blumbergs, Ralfs ",LAT, ,1848,1832,1789,1998,25
" Smits, Marcis ",LAT, ,1848,1827,1871,1975,0
" Alainis, Artis ",LAT, ,1847,1865,1840,2002,65
" Horobrijs, Daniils ",LAT, ,1847,1777,1782,2004,118
" Gamsa, Mark ",LAT, ,1846,0,0,1970,37
" Sinkevica, Julija ",LAT, ,1846,1858,0,1993,0
" Ziedins, Roberts ",LAT, ,1846,1928,1746,1999,51
" Imanovs, Elhans ",LAT, ,1843,1802,1783,1996,31
" Serdjuks, Makss ",LAT, ,1843,0,1845,1997,11
" Rucs, Andris ",LAT, ,1842,1894,1860,1984,16
" Ivbulis, Martins ",LAT, ,1836,1925,1921,1993,35
" Kane, Marta ",LAT, ,1836,1694,1736,1994,79
" Pakalns, Raivis Kristians ",LAT, ,1831,1899,1890,2002,33
" Pomahs, Martins ",LAT, ,1828,1769,1767,1978,0
" Liepins, Karlis ",LAT, ,1827,1742,0,1992,0
" Kronlaks, Olafs ",LAT, ,1824,1724,1724,1941,11
" Lacis, Edgars ",LAT, ,1823,1723,1723,1958,9
" Tabors, Emils ",LAT, ,1823,1781,1673,2006,21
" Dzelde, Martins ",LAT, ,1818,1764,1729,1985,0
" Liepins, Janis ",LAT, ,1818,1771,0,1943,7
" Maklakova, Nellija ",LAT, ,1817,1732,1759,1981,303
" Puntus, Vladimirs ",LAT, ,1816,1716,0,1955,1
" Zajakins, Artjoms ",LAT, ,1816,1725,1731,2007,6
" Slaidins, Janis ",LAT, ,1809,1857,1742,1975,37
" Stepovojs, Viktors ",LAT, ,1809,1748,1745,1996,25
" Gromovs, Leonids ",LAT, ,1807,1730,0,1937,0
" Stavickis, Isaks ",LAT, ,1807,1707,1770,1940,1
" Melderis, Uldis ",LAT, ,1806,1920,1832,1961,195
" Aminovs, Maksims ",LAT, ,1805,1717,1704,2005,7
" Harlinska, Sandra ",LAT, ,1805,1705,1714,1963,52
" Batakovs, Olegs ",LAT, ,1804,1732,1782,1941,199
" Rudovska, Elina ",LAT, ,1804,1708,1772,1988,3
" Strods, Kristaps Reinis ",LAT, ,1804,1835,1704,2003,43
" Mitenieks, Matiss ",LAT, ,1803,1643,1665,1970,14
" Bagatais, Janis ",LAT, ,1799,1913,1801,1989,10
" Megnis, Renars ",LAT, ,1796,1855,1855,1999,0
" Pusmucans, Gunars ",LAT, ,1796,1914,1922,1958,1
" Skinkis, Peteris ",LAT, ,1795,1745,1834,1961,9
" Sics, Maksims ",LAT, ,1791,1842,1894,1996,18
" Noviks, Maris ",LAT, ,1790,1783,1793,1982,39
" Petrovs, Jaroslavs ",LAT, ,1789,1935,1850,2002,22
" Ivonins, Andis ",LAT, ,1782,1900,1863,,0
" Matvejevs, Andrejs ",LAT, ,1780,0,0,1996,0
" Dumins, Edgars ",LAT, ,1779,1679,1679,1979,7
" Golsta, Ramona ",LAT, ,1777,1750,1658,2003,205
" Salenieks, Eduards ",LAT, ,1774,1813,1757,1998,3
" Luscenkovs, Artjoms ",LAT, ,1772,1776,1672,2000,17
" Aghalarov, Ruslan ",LAT, ,1770,1805,0,1991,0
" Novoksconovs, Vladimirs ",LAT, ,1770,1799,1689,1950,0
" Murdasovs, Jevgenijs ",LAT, ,1767,1667,1667,1951,0
" Petrovs, Aleksandrs ",LAT, ,1767,1650,1667,1947,47
" Reznikovs, Aleksandrs ",LAT, ,1767,1682,1753,1985,0
" Golubeva, Marija ",LAT, ,1765,1803,1699,1998,116
" Paikens, Reinis ",LAT, ,1764,1999,1845,2008,2
" Bovtramovics, Vladimirs ",LAT, ,1763,1604,0,1964,144
" Steinbergs, Viktors ",LAT, ,1763,1619,1663,1952,0
" Migunova, Aleksandra ",LAT, ,1762,1711,1662,2000,26
" Sparnins, Edgars ",LAT, ,1758,1664,1673,1980,1
" Blinovs, Artjoms ",LAT, ,1757,1809,1940,1984,2
" Eglitis, Intars ",LAT, ,1757,0,0,1980,14
" Ivanovs, Aleksejs ",LAT, ,1756,1742,1727,1984,14
" Lelis, Janis ",LAT, ,1755,1691,1737,1947,39
" Jakovlevs,Aleksandrs ",LAT, ,1753,1748,1770,1976,9
" Ivasjuta, Vladimirs ",LAT, ,1752,0,0,1996,0
" Vasiljeva, Sofja ",LAT, ,1752,1966,1641,2009,45
" Andrucis, Maris ",LAT, ,1750,0,0,1964,0
" Gordievich, Larisa ",LAT, ,1750,1596,1650,1997,32
" Krjukovs, Dmitrijs ",LAT, ,1750,1739,0,2000,0
" Pronins, Aleksandrs ",LAT, ,1749,0,0,1997,0
" Polakovs, Viktors ",LAT, ,1745,1815,1987,1962,7
" Gatere, Liene ",LAT, ,1743,1642,1643,1984,0
" Abolina, Arija-Solveiga ",LAT, ,1739,1639,1853,1936,103
" Burkevica, Ilze ",LAT, ,1738,1623,1592,1971,12
" Ribkinskis, Tomass ",LAT, ,1738,1711,0,1938,26
" Blumentals, Gatis ",LAT, ,1737,1831,1832,1970,0
" Saksis, Ivo ",LAT, ,1736,1865,1839,1973,21
" Valdats, Reinis ",LAT, ,1736,1766,1568,2010,23
" Djacenko, Romans ",LAT, ,1735,0,0,1989,0
" Hramov, Anton ",LAT, ,1734,0,0,1995,0
" Ivanovskis, Sergejs ",LAT, ,1734,1600,1634,1956,1
" Selivanovs, Anatolijs ",LAT, ,1734,1657,1843,1954,0
" Abolins, Sergejs ",LAT, ,1733,1656,0,1976,0
" Nikolajeva, Marija ",LAT, ,1733,1633,1633,2002,44
" Vijups, Dans ",LAT, ,1730,1789,1665,1969,14
" El-Haze, Zans Pols ",LAT, ,1729,1685,1807,1998,0
" Breikss, Peteris ",LAT, ,1727,1640,1596,1958,26
" Tumane, Dana ",LAT, ,1725,1701,1785,1995,3
" Vambute, Dana ",LAT, ,1725,1723,1677,2002,47
" Aizstrauts, Arturs ",LAT, ,1719,1730,1632,2002,20
" Verbovskis, Dmitrijs ",LAT, ,1713,1683,1719,1983,0
" Noreikis, Andris ",LAT, ,1708,1805,1690,1978,0
" Sarnovska, Eira ",LAT, ,1707,1692,1607,1998,47
" Turko, Antons ",LAT, ,1705,1700,1605,1996,12
" Machevskis, Edmunds ",LAT, ,1703,1597,1822,1939,18
" Galkins, Semjons ",LAT, ,1701,1783,1724,1993,2
" Vikanis, Egils ",LAT, ,1697,0,0,1955,12
" Orlina, Laura ",LAT, ,1696,0,0,1996,46
" Apinis, Guntis ",LAT, ,1688,1674,1750,1966,2
" Ziskins, Ilja ",LAT, ,1686,1666,1639,1998,14
" Petrovskis, Viktors ",LAT, ,1685,0,0,1961,0
" Zorgenfreijs, Kriss ",LAT, ,1684,0,0,1989,0
" Kaverins, Nikita ",LAT, ,1680,1752,1680,1969,5
" Alipovs, Anatolijs ",LAT, ,1679,1719,1618,1960,34
" Steiners, Emils ",LAT, ,1676,1526,1526,2011,132
" Jaroshs, Maksims ",LAT, ,1675,1788,1638,1981,0
" Burenkovs,Artjoms ",LAT, ,1674,1672,1663,2005,11
" Lapsevskis, Roberts ",LAT, ,1674,0,0,1984,5
" Jaickis, Vladislavs ",LAT, ,1673,1619,1667,1991,1
" Kazmerika, Anna ",LAT, ,1670,1576,1570,2004,57
" Jefremov, Aivar ",LAT, ,1669,1607,1666,1996,1
" Janovskis, Daniels ",LAT, ,1668,1609,1568,2002,6
" Kazakovs, Edvards ",LAT, ,1666,1586,0,2002,1
" Zass, Kristaps ",LAT, ,1666,1686,1700,2006,51
" Lebedevs, Jevgenijs ",LAT, ,1663,1563,1563,1947,0
" Krauze, Anda ",LAT, ,1661,1553,1581,1979,14
" Meiers, Gundars ",LAT, ,1661,1535,1665,1957,46
" Alekseev,Ilia ",LAT, ,1649,1556,1650,2000,0
" Roze, Janis ",LAT, ,1649,1631,1588,1950,3
" Sinijs, Adrians ",LAT, ,1648,1548,1548,2002,15
" Dubova, Anna ",LAT, ,1644,1684,0,1995,54
" Piksis, Davids ",LAT, ,1644,1770,1749,2002,12
" Bass, Harijs ",LAT, ,1642,1604,1684,2000,0
" Maklakova, Naomi ",LAT, ,1638,1543,1522,2010,152
" Zarinsh, Ricards ",LAT, ,1638,1625,1548,2000,0
" Rizihs, Valerijs ",LAT, ,1637,1704,1676,1983,52
" Sharakovs, Ilja ",LAT, ,1636,1679,1716,1999,0
" Baumanis, Kristaps ",LAT, ,1635,1613,1811,1990,10
" Osobskaja, Zinaida ",LAT, ,1635,1661,1550,1952,46
" Libensons, Julijs ",LAT, ,1634,1715,0,1969,2
" Vernuks, Vjaceslavs ",LAT, ,1634,1572,1564,1966,17
" Birmans, Daniels ",LAT, ,1632,1660,1605,2003,8
" Lazdina, Ingrida ",LAT, ,1632,1605,1654,1983,6
" Avotins, Arturs ",LAT, ,1630,1599,1666,2000,6
" Hohluka, Arina ",LAT, ,1630,0,0,1993,29
" Kurbanova, Dagmara ",LAT, ,1623,1637,1610,1997,39
" Fridmanis, Josifs ",LAT, ,1618,1693,1576,1948,0
" Jefremov, Dmitrij ",LAT, ,1617,0,1668,1968,0
" Rusakovs, Martins ",LAT, ,1615,1691,1673,1998,0
" Lebedevs, Ilja ",LAT, ,1612,0,0,1992,0
" Lejnieks, Roberts ",LAT, ,1612,1747,1512,1979,11
" Sevastjanovs, Roberts ",LAT, ,1610,1510,1521,2002,27
" Nemkovs, Vjaceslavs ",LAT, ,1607,1601,0,1939,2
" Andrusevics, Jegors ",LAT, ,1606,1762,1651,2012,24
" Visnevskis, Valdis ",LAT, ,1606,1567,1593,1956,3
" Lahs, Einars ",LAT, ,1605,1584,1523,2005,44
" Mucenieks, Marks ",LAT, ,1604,1687,1527,2003,2
" Makukins, Maksims ",LAT, ,1603,0,0,2000,32
" Jakobsons, Andris ",LAT, ,1600,1538,1672,1952,8
" Lipkins, Marks ",LAT, ,1597,0,0,2003,0
" Kovalevskis, Artjoms ",LAT, ,1596,1626,1795,2000,0
" Zubova, Darja ",LAT, ,1596,1454,1417,2006,23
" Panovs, Maksims ",LAT, ,1594,1560,0,1999,0
" Karcevs, Ivans ",LAT, ,1593,0,1640,1998,0
" Petrova, Vita ",LAT, ,1593,1624,1546,2001,17
" Platonovs, Nikolajs ",LAT, ,1593,1807,1485,2012,21
" Litvjakova, Darija ",LAT, ,1592,1603,1621,2000,25
" Mesters, Janis ",LAT, ,1588,1388,1511,1949,7
" Kurmatovs,Arturs ",LAT, ,1587,0,0,1994,0
" Vainovska, Valentina ",LAT, ,1586,1337,1447,1950,85
" Atte, Rebeka ",LAT, ,1583,1483,1493,2000,29
" Tolmacevs, Romans ",LAT, ,1582,1617,1697,2011,44
" Lacis, Aleksandrs ",LAT, ,1581,1481,1544,1937,11
" Jeronovics, Toms ",LAT, ,1580,1557,1415,2011,16
" Plitnieks, Janis ",LAT, ,1579,1507,1561,1944,0
" Kempele, Ilze ",LAT, ,1578,1601,1552,1972,7
" Morozovs, Deniss ",LAT, ,1574,1496,0,2003,1
" Rezniks, Roberts ",LAT, ,1574,1533,1432,2009,12
" Filipovs, Jevgenijs ",LAT, ,1573,1635,1654,2005,5
" Stals, Gunars ",LAT, ,1572,1518,1472,1971,0
" Aleidzans, Vadims ",LAT, ,1571,1694,1529,2009,26
" Ciekurs, Maris ",LAT, ,1570,1637,1617,1985,1
" Vissarionovs, Artjoms ",LAT, ,1569,1687,1609,2005,42
" Bautris, Aivars ",LAT, ,1568,1402,1645,1964,0
" Zujevs, Valerijs ",LAT, ,1567,1619,0,1948,0
" Melihovs, Stanislavs ",LAT, ,1564,1593,1593,1978,14
" Strods, Armands ",LAT, ,1564,0,1464,2001,0
" Nuksa, Kaspars ",LAT, ,1562,1665,0,1999,5
" Krumina, Marija ",LAT, ,1558,1458,0,2001,18
" Lebedevs, Aleksandrs ",LAT, ,1558,1852,1756,1976,0
" Karasevics,Aleksandrs ",LAT, ,1557,1561,1524,2009,14
" Petrovska, Arina ",LAT, ,1557,1560,1498,2003,45
" Jansone, Melanija Luize ",LAT, ,1555,1743,1669,2008,73
" Kurmatovs, Marsels ",LAT, ,1555,1595,1455,1941,0
" Savchenko, Vjacheslavs ",LAT, ,1549,1660,1551,1987,5
" Otrohovs, Maksims ",LAT, ,1548,1673,1740,2007,2
" Vladimirovs, Daniils ",LAT, ,1547,0,0,1999,9
" Stots, Patriks ",LAT, ,1539,1563,0,1996,2
" Uskans, Edgars ",LAT, ,1538,0,0,1963,0
" Silmalis, Janis ",LAT, ,1536,1498,1651,1958,3
" Zags,Tomass ",LAT, ,1536,1497,1533,2002,0
" Bude, Toms ",LAT, ,1535,1626,1435,2000,0
" Gulnevs, Daniils ",LAT, ,1535,1745,1631,2002,0
