" Alterman, Boris ",ISR, GM , 2608 , 2601 , 0 , 1970 , 843 
" Rodshtein, Maxim ",ISR, GM , 2602 , 2624 , 2555 , 1989 , 1625 
" Smirin, Ilia ",ISR, GM , 2602 , 2601 , 2523 , 1968 , 3040 
" Roiz, Michael ",ISR, GM , 2579 , 2539 , 2593 , 1983 , 1710 
" Postny, Evgeny ",ISR, GM , 2573 , 2473 , 2473 , 1981 , 3722 
" Avrukh, Boris ",ISR, GM , 2567 , 2552 , 2625 , 1978 , 1369 
" Boruchovsky, Avital ",ISR, GM , 2548 , 2482 , 2466 , 1997 , 916 
" Steinberg, Nitzan ",ISR, GM , 2545 , 2494 , 2471 , 1998 , 723 
" Kobo, Ori ",ISR, GM , 2544 , 2450 , 2444 , 1997 , 1240 
" Lomasov, Semyon ",ISR, GM , 2541 , 2560 , 2445 , 2002 , 735 
" Huzman, Alexander ",ISR, GM , 2535 , 2470 , 2436 , 1962 , 1774 
" Kosashvili, Yona ",ISR, GM , 2531 , 0 , 0 , 1970 , 330 
" Mikhalevski, Victor ",ISR, GM , 2523 , 2444 , 2465 , 1972 , 3002 
" Erenberg, Ariel ",ISR, IM , 2516 , 2416 , 2416 , 2001 , 730 
" Har-Zvi, Ronen ",ISR, GM , 2513 , 0 , 2523 , 1976 , 443 
" Baron, Tal ",ISR, GM , 2508 , 2428 , 2442 , 1992 , 1108 
" Grinberg, Eyal ",ISR, IM , 2503 , 2403 , 2403 , 1998 , 388 
" Golod, Vitali ",ISR, GM , 2501 , 2401 , 2590 , 1971 , 1716 
" Bykhovsky, Anatoly ",ISR, GM , 2496 , 0 , 2540 , 1988 , 720 
" Gorodetzky, David ",ISR, IM , 2495 , 2395 , 2487 , 2000 , 463 
" Porat, Shay ",ISR, IM , 2492 , 2499 , 2553 , 1985 , 235 
" Reshef, Omer ",ISR, IM , 2488 , 2450 , 2388 , 1997 , 451 
" Zanan, Evgeny ",ISR, GM , 2485 , 2388 , 2395 , 1998 , 594 
" Parkhov, Yair ",ISR, IM , 2484 , 2384 , 2384 , 2002 , 531 
" Raznikov, Danny ",ISR, GM , 2482 , 2470 , 2546 , 1993 , 761 
" Khmelniker, Ilya ",ISR, GM , 2476 , 2376 , 2412 , 1985 , 488 
" Rechlis, Gad ",ISR, GM , 2475 , 2492 , 2526 , 1967 , 692 
" Bar, Roman ",ISR, IM , 2473 , 2395 , 2458 , 1982 , 361 
" Soffer, Ram ",ISR, GM , 2473 , 2396 , 2390 , 1965 , 778 
" Caspi, Israel ",ISR, GM , 2472 , 2398 , 2430 , 1989 , 677 
" Gorshtein, Ido ",ISR, IM , 2471 , 2371 , 2411 , 2002 , 291 
" Kogan, Arthur ",ISR, GM , 2471 , 2474 , 2512 , 1974 , 1867 
" Manor, Ilan ",ISR, GM , 2464 , 2418 , 0 , 1969 , 492 
" Zifroni, Dov ",ISR, GM , 2464 , 2458 , 2408 , 1976 , 502 
" Efroimski, Marsel ",ISR, IM , 2462 , 2362 , 2362 , 1995 , 815 
" Rozen, Eytan ",ISR, IM , 2462 , 2362 , 2362 , 2006 , 414 
" Zoler, Dan ",ISR, GM , 2461 , 2361 , 2396 , 1974 , 790 
" Greenfeld, Alon ",ISR, GM , 2460 , 2360 , 2389 , 1964 , 2024 
" Vovsha, Eli ",ISR, IM , 2458 , 2448 , 0 , 1985 , 292 
" Bronstein, Or ",ISR, IM , 2456 , 2356 , 2356 , 2001 , 379 
" Popilski, Gil ",ISR, GM , 2455 , 2535 , 2537 , 1993 , 1018 
" Bagrationi, Alexander ",ISR, GM , 2454 , 2354 , 2398 , 1990 , 301 
" Livshits, Gaby ",ISR, IM , 2450 , 2410 , 2394 , 1985 , 328 
" Psakhis, Lev ",ISR, GM , 2448 , 2517 , 0 , 1958 , 2602 
" Tzidkiya, Yeshaayahu ",ISR, IM , 2444 , 2344 , 2344 , 2003 , 112 
" Bakalchuk, Johnatan ",ISR, IM , 2442 , 2358 , 2468 , 1998 , 390 
" Kantarji, Pinchas ",ISR, IM , 2436 , 2350 , 0 , 1977 , 105 
" Nakar, Eylon ",ISR, IM , 2436 , 2438 , 2441 , 1993 , 528 
" Givon, Asaf ",ISR, IM , 2434 , 2382 , 2334 , 1994 , 422 
" Galburd, Yan ",ISR, IM , 2430 , 2330 , 2369 , 1992 , 223 
" Zaslavsky, Mikhail ",ISR, IM , 2430 , 2362 , 2422 , 1990 , 171 
" Gershon, Alik ",ISR, GM , 2429 , 2381 , 0 , 1980 , 745 
" Mindlin, Alon ",ISR, IM , 2426 , 2326 , 2417 , 1996 , 336 
" Milikow, Elie ",ISR, FM , 2424 , 2324 , 2347 , 2007 , 241 
" Oratovsky, Michael ",ISR, GM , 2422 , 2517 , 2391 , 1974 , 1003 
" Bruk, Ofer ",ISR, IM , 2418 , 2421 , 0 , 1968 , 249 
" Sokolovsky, Yahli ",ISR, FM , 2416 , 2316 , 2316 , 2006 , 845 
" Liss, Eran ",ISR, GM , 2414 , 0 , 0 , 1975 , 437 
" Mikhalevski, Alexander ",ISR, IM , 2414 , 2417 , 0 , 1958 , 444 
" Gruenfeld, Yehuda ",ISR, GM , 2412 , 2391 , 2382 , 1956 , 1363 
" Kaspi, Alexander ",ISR, IM , 2412 , 2312 , 2312 , 1964 , 427 
" Milikow, Yoav ",ISR, IM ,  2412 , 2312 , 2341 , 2004 , 356 
" Globus, Or ",ISR, FM , 2411 , 2311 , 2311 , 2003 , 236 
" Tsesarsky, Ilya ",ISR, IM , 2409 , 0 , 0 , 1959 , 284 
" Finkel, Alexander ",ISR, GM , 2408 , 2308 , 2356 , 1975 , 535 
" Kantsler, Boris ",ISR, GM , 2407 , 2312 , 2405 , 1962 , 959 
" Bernstein, Yaacov ",ISR, , 2402 , 0 , 0 , 1939 , 66 
" Ben Ari, Yannay ",ISR, IM , 2401 , 2301 , 2301 , 2004 , 238 
" Yudasin, Leonid ",ISR, GM , 2401 , 2499 , 2521 , 1959 , 1890 
" Veinberg, Nimrod ",ISR, IM , 2400 , 2303 , 2312 , 1996 , 264 
" Peker, Oleg ",ISR, FM , 2397 , 0 , 0 , 1974 , 61 
" Radashkovich, Itchak ",ISR, IM , 2395 , 0 , 0 , 1947 , 174 
" Uritzky, Maxim ",ISR, IM , 2395 , 0 , 0 , 1972 , 101 
" Karp, Ilya ",ISR, IM , 2392 , 2355 , 2292 , 1988 , 15 
" Rajna, George ",ISR, IM , 2390 , 0 , 0 , 1947 , 223 
" Balshan, Amikam ",ISR, FM , 2385 , 0 , 0 , 1948 , 178 
" Friedman, Shmuel ",ISR, , 2385 , 0 , 0 , , 83 
" Vydeslaver, Alik ",ISR, IM , 2385 , 2399 , 2321 , 1975 , 382 
" Mittelman, Gur ",ISR, IM , 2383 , 0 , 0 , 1973 , 187 
" Sorkin, Igor ",ISR, FM , 2383 , 0 , 2401 , 1979 , 203 
" Haimovich, Tal ",ISR, IM , 2382 , 2284 , 2395 , 1975 , 534 
" Levin, Guy ",ISR, FM , 2382 , 2311 , 2282 , 2006 , 296 
" Aizenberg, Benny ",ISR, FM , 2379 , 2279 , 2279 , 2006 , 205 
" Grinberg, Nir ",ISR, , 2375 , 0 , 0 , 1959 , 150 
" Kaplan, Sasha ",ISR, IM , 2375 , 2315 , 0 , 1987 , 284 
" Bykhovsky, Avigdor ",ISR, GM , 2374 , 2274 , 2274 , 1955 , 1242 
" Rotman, Daniel ",ISR, FM , 2372 , 0 , 2373 , 1978 , 118 
" Bitensky, Igor ",ISR, IM , 2370 , 2270 , 2342 , 1981 , 463 
" Drori, Saar ",ISR, IM , 2370 , 2270 , 2270 , 2001 , 193 
" Kheit, Wahbi ",ISR, , 2370 , 0 , 0 , 1982 , 23 
" Bernstein, David ",ISR, , 2367 , 0 , 0 , 1957 , 176 
" Richter, Yosef ",ISR, , 2365 , 0 , 0 , 1939 , 58 
" Gindi, Shachar ",ISR, FM , 2364 , 2282 , 2288 , 1973 , 107 
" Iliaguev, Nisim ",ISR, FM , 2364 , 2347 , 2264 , 2001 , 286 
" Birnboim, Nathan ",ISR, IM , 2361 , 2318 , 2267 , 1950 , 816 
" Porat, Ido ",ISR, IM , 2361 , 2287 , 2393 , 1987 , 323 
" Friedman, Aviv ",ISR, FM , 2359 , 0 , 0 , 1963 , 212 
" Ravia, Mosi ",ISR, , 2359 , 0 , 0 , 1975 , 79 
" Yaniv, Yuval ",ISR, FM , 2359 , 2259 , 2259 , 2005 , 135 
" Hoffmann, Yair ",ISR, FM , 2357 , 2257 , 2257 , 2005 , 73 
" Wapner, Jonathan ",ISR, , 2355 , 0 , 0 , 1981 , 78 
" Mordechai, Hanan ",ISR, FM , 2353 , 2269 , 2325 , 1992 , 96 
" Emanuel, Yahav ",ISR, FM , 2351 , 2251 , 2251 , 2002 , 118 
" Kupervaser, Erez ",ISR, FM , 2351 , 2251 , 2251 , 2000 , 144 
" Avni, Amatzia ",ISR, FM , 2350 , 0 , 0 , 1954 , 81 
" Shvayger, Yuliya ",ISR, IM , 2350 , 2261 , 2250 , 1994 , 629 
" Murey, Jacob ",ISR, GM , 2349 , 2249 , 2302 , 1941 , 1524 
" Neimer, Vitaly ",ISR, IM , 2349 , 2327 , 2326 , 1988 , 224 
" Klenburg, Michael ",ISR, IM , 2347 , 2375 , 2406 , 1977 , 851 
" Pasman, Michael ",ISR, IM , 2346 , 2348 , 2327 , 1960 , 204 
" Zhizmer, Yuri ",ISR, IM , 2343 , 2270 , 2318 , 1981 , 261 
" Botvinnik, Ilia ",ISR, IM , 2341 , 0 , 0 , 1960 , 262 
" Musyuk, Lior ",ISR, FM , 2341 , 2241 , 2241 , 2005 , 192 
" Alterman, Vladimir I ",ISR, IM , 2340 , 0 , 0 , 1942 , 153 
" Boim, Inon ",ISR, IM , 2340 , 0 , 0 , 1971 , 169 
" Oslon, Alexander ",ISR, , 2340 , 0 , 0 , 1969 , 4 
" Botvinnik, Mikhail ",ISR, , 2338 , 2328 , 0 , 1983 , 378 
" Kreizberg, Michael ",ISR, FM , 2338 , 2238 , 0 , 1975 , 101 
" Borensztajn, Isy ",ISR, FM , 2336 , 0 , 0 , 1950 , 5 
" Giterman, Shlomo ",ISR, , 2335 , 0 , 0 , 1935 , 116 
" Scheinwald, Chagai ",ISR, , 2335 , 0 , 0 , 1955 , 32 
" Shterenberg, Pavel ",ISR, , 2335 , 0 , 0 , 1949 , 78 
" Gorodetzky, Matan ",ISR, FM , 2333 , 2233 , 2237 , 2003 , 212 
" Sotsky, Alexander ",ISR, IM , 2333 , 2233 , 2233 , 1967 , 151 
" Shinkarevsky, Alex ",ISR, , 2330 , 0 , 0 , 1972 , 0 
" Aharonovich, Itamar ",ISR, FM , 2327 , 2229 , 2265 , 1998 , 87 
" Krayz, Alexander ",ISR, IM , 2326 , 2226 , 2292 , 1973 , 323 
" Kochavi, Ori ",ISR, FM , 2324 , 2224 , 2224 , 2004 , 195 
" Lev, Ronen ",ISR, GM , 2324 , 0 , 0 , 1968 , 483 
" Zlatin, Alexander ",ISR, FM , 2324 , 2224 , 2228 , 2001 , 542 
" Arlinsky, Uriel ",ISR, FM , 2322 , 2322 , 2282 , 1976 , 152 
" Shachar, Ehud ",ISR, IM , 2319 , 2226 , 2219 , 1969 , 218 
" Pratusevich, Alexander ",ISR, , 2318 , 0 , 0 , , 0 
" Taichman, Ori ",ISR, FM , 2317 , 2314 , 2234 , 1995 , 475 
" Bolotnikov, Viktor ",ISR, FM , 2315 , 0 , 0 , 1970 , 2 
" Kraus, Ohad ",ISR, , 2315 , 2304 , 2234 , 1995 , 92 
" Tarnopolsky, Anatoly ",ISR, FM , 2315 , 2334 , 0 , 1979 , 56 
" Streltsov, Alexey ",ISR, FM , 2313 , 2213 , 0 , 1991 , 88 
" Ben Artzi, Ido ",ISR, IM , 2312 , 2262 , 2214 , 1994 , 487 
" Zilberman, Yaacov ",ISR, GM , 2312 , 2283 , 2348 , 1954 , 823 
" Berkovich, Mark A ",ISR, IM , 2308 , 2210 , 2295 , 1952 , 884 
" Sabi, Yoseph ",ISR, , 2308 , 0 , 0 , 1960 , 56 
" Paz, Mayan ",ISR, , 2307 , 0 , 0 , 1984 , 100 
" Gelfer, Israel ",ISR, FM , 2306 , 0 , 0 , 1945 , 148 
" Kostromin, Mikhail ",ISR, IM , 2306 , 0 , 2271 , 1987 , 194 
" Guz, Ari ",ISR, FM , 2305 , 2205 , 2205 , 2005 , 473 
" Lepen, Dan ",ISR, , 2305 , 0 , 0 , 1962 , 0 
" Shterenberg, Baruch ",ISR, , 2305 , 0 , 0 , 1984 , 30 
" Shvidler, Eliahu ",ISR, IM , 2304 , 2365 , 0 , 1959 , 463 
" Rostovtsev, Yuri ",ISR, , 2303 , 0 , 0 , 1932 , 46 
" Diker, Michael ",ISR, , 2302 , 0 , 0 , 1958 , 24 
" Shoham, Asaf ",ISR, , 2301 , 0 , 2232 , 1983 , 32 
" Vainshtein, Vladimir ",ISR, , 2301 , 2292 , 0 , 1956 , 40 
" Geller, Uzi ",ISR, , 2300 , 0 , 0 , 1931 , 108 
" Kotliar, Mark ",ISR, FM , 2300 , 0 , 0 , 1960 , 189 
" Zhitnikov, Sergey ",ISR, , 2300 , 2275 , 0 , 1966 , 129 
" Shohat, Yotam ",ISR, FM , 2299 , 2204 , 2199 , 2002 , 320 
" Sivan, Yaacov ",ISR, IM , 2298 , 2198 , 2256 , 1973 , 279 
" Deutsch, Eyal ",ISR, IM , 2297 , 2322 , 2427 , 1973 , 322 
" Comai, Ofer ",ISR, , 2295 , 0 , 0 , 1957 , 17 
" Lurie, Michael ",ISR, , 2295 , 0 , 0 , 1982 , 109 
" Fish, Lior ",ISR, , 2294 , 0 , 0 , 1975 , 0 
" Goldin, Roman ",ISR, FM , 2294 , 2277 , 2312 , 1964 , 182 
" Frungortz, Evgeny ",ISR, , 2293 , 0 , 0 , , 0 
" Zemach, Nadav ",ISR, FM , 2293 , 2193 , 2193 , 2005 , 83 
" Ben-Menachem, Itzhak ",ISR, FM , 2291 , 2260 , 2260 , 1968 , 110 
" Poleg, Matan ",ISR, FM , 2291 , 2191 , 2191 , 1996 , 93 
" Avrahami, Rami ",ISR, , 2290 , 0 , 0 , 1963 , 10 
" Shkolnik, Boris ",ISR, , 2290 , 0 , 0 , 1953 , 21 
" Judkovsky, Yair ",ISR, , 2289 , 2254 , 2303 , 1983 , 90 
" Shklovski, Vladislav ",ISR, FM , 2289 , 0 , 0 , 1976 , 25 
" Lahav, Ehud ",ISR, FM , 2287 , 0 , 0 , 1959 , 112 
" Agur, Elieser ",ISR, , 2285 , 0 , 0 , , 51 
" Blodstein, Arkady ",ISR, , 2284 , 0 , 0 , 1967 , 99 
" Gesser, Bella ",ISR, WGM , 2284 , 0 , 0 , 1985 , 242 
" Milavsky, Maxim ",ISR, , 2284 , 0 , 0 , 1979 , 20 
" Elyoseph, Harel ",ISR, FM , 2280 , 0 , 0 , 1960 , 480 
" Kobrin, Michael ",ISR, , 2280 , 0 , 0  , 1979 , 101 
" Reznik, Viktor ",ISR, FM , 2280 , 0 , 2271 , 1964 , 28 
" Shevelev, Arkady ",ISR, IM , 2280 , 2273 , 2263 , 1951 , 324 
" Kundin, Alexander ",ISR, IM , 2278 , 2178 , 2236 , 1981 , 285 
" Zemach, Roee ",ISR, FM , 2278 , 2178 , 2178 , 2003 , 106 
" Solomon, Asif ",ISR, FM , 2277 , 2177 , 2177 , 2004 , 154 
" Gurbanov, Andrei ",ISR, IM , 2275 , 2240 , 2278 , 1986 , 235 
" Kagan, Shimon ",ISR, IM , 2275 , 2175 , 2229 , 1942 , 680 
" Steiner-Prozhanski, Giora ",ISR, , 2274 , 2251 , 2233 , 1972 , 39 
" Vagman, Roy ",ISR, FM , 2274 , 2174 , 2174 , 2008 , 303 
" Gluzman, Carol ",ISR, , 2273 , 0 , 0 , , 15 
" Shterngas, Vitaly ",ISR, , 2273 , 0 , 0 , 1990 , 0 
" Golovin, Sergey ",ISR, , 2272 , 2270 , 0 , 1960 , 0 
" Gurevich, Gregory ",ISR, , 2272 , 0 , 0 , 1969 , 144 
" Rinberg, Alexander ",ISR, FM , 2272 , 2381 , 0 , 1974 , 90 
" Ganor, Dotan ",ISR, FM , 2269 , 2272 , 2246 , 1974 , 61 
" Rapoport, Evgeny ",ISR, , 2269 , 0 , 0 , 1980 , 67 
" Slutzkin, Uri ",ISR, FM , 2269 , 0 , 0 , 1955 , 51 
" Tseitlin, Mark D ",ISR, GM , 2269 , 2223 , 2277 , 1943 , 1599 
" Nor, Igor ",ISR, , 2268 , 0 , 0 , 1974 , 54 
" Vocaturo, Daniele ",ITA, GM , 2615 , 2584 , 2565 , 1989 , 1539 
" Moroni, Luca Jr ",ITA, GM , 2573 , 2504 , 2573 , 2000 , 2199 
" Rambaldi, Francesco ",ITA, GM , 2569 , 2487 , 2509 , 1999 , 749 
" Lodici, Lorenzo ",ITA, GM , 2536 , 2436 , 2436 , 2000 , 842 
" Rombaldoni, Axel ",ITA, GM , 2531 , 2488 , 2466 , 1992 , 1186 
" Sonis, Francesco ",ITA, GM , 2531 , 2452 , 2431 , 2002 , 1421 
" Basso, Pier Luigi ",ITA, GM , 2523 , 2458 , 2423 , 1997 , 1373 
" David, Alberto ",ITA, GM , 2521 , 2615 , 2526 , 1970 , 2668 
" Brunello, Sabino ",ITA, GM , 2519 , 2725 , 2641 , 1989 , 1928 
" Dvirnyy, Danyyil ",ITA, GM , 2514 , 2438 , 2546 , 1990 , 1658 
" Valsecchi, Alessio ",ITA, GM , 2505 , 2453 , 2405 , 1992 , 1265 
" Zilberstein, David ",ITA, IM , 2500 , 0 , 0 , 1941 , 55 
" Rombaldoni, Denis ",ITA, IM , 2484 , 2455 , 2466 , 1989 , 1365 
" Godena, Michele ",ITA, GM , 2478 , 2574 , 2567 , 1967 , 3054 
" Mogranzini, Roberto ",ITA, GM , 2459 , 2467 , 2469 , 1983 , 1020 
" Shytaj, Iart Luca ",ITA, GM , 2458 , 2384 , 2372 , 1986 , 0 
" Ronchetti, Niccolo' ",ITA, IM , 2454 , 0 , 0 , 1989 , 446 
" Stella, Andrea ",ITA, GM , 2454 , 2453 , 2450 , 1993 , 1120 
" De Filomeno, Simone ",ITA, IM , 2450 , 2466 , 2365 , 1995 , 503 
" Codenotti, Marco ",ITA, IM , 2443 , 0 , 0 , 1997 , 1843 
" Lettieri, Giuseppe ",ITA, FM , 2442 , 2488 , 0 , 1989 , 391 
" Bruno, Fabio ",ITA, IM , 2438 , 2467 , 2373 , 1960 , 1374 
" Belotti, Bruno ",ITA, IM , 2433 , 0 , 0 , 1964 , 1177 
" Bellini, Fabio ",ITA, IM , 2431 , 2446 , 2474 , 1969 , 641 
" Aghayev, Miragha ",ITA, IM , 2430 , 2402 , 2380 , 1993 , 316 
" Gilevych, Artem ",ITA, IM , 2426 , 2488 , 2410 , 1993 , 558 
" Caprio, Guido ",ITA, IM , 2425 , 2510 , 2438 , 1994 , 409 
" Garcia Palermo, Carlos Horacio ",ITA, GM , 2419 , 2388 , 2421 , 1953 , 132 
" Ortega, Lexy ",ITA, GM , 2418 , 2463 , 2440 , 1960 , 1257 
" Arlandi, Ennio ",ITA, IM , 2414 , 2374 , 2314 , 1966 , 1245 
" Castaldo, Folco ",ITA, IM , 2414 , 2389 , 2355 , 1981 , 714 
" Barp, Alberto ",ITA, IM , 2413 , 2313 , 2313 , 1999 , 1260 
" Cappello, Renato ",ITA, FM , 2410 , 0 , 0 , 1953 , 194 
" Braga, Fernando ",ITA, IM , 2404 , 2414 , 2334 , 1958 , 147 
" Altini, Nicola ",ITA, IM , 2402 , 2419 , 2325 , 1995 , 335 
" Bellia, Fabrizio ",ITA, IM , 2398 , 2443 , 2431 , 1963 , 1323 
" Di Benedetto, Edoardo ",ITA, IM , 2396 , 2296 , 2296 , 2002 , 412 
" Bontempi, Piero ",ITA, IM , 2393 , 2367 , 0 , 1975 , 277 
" Pomaro, Alberto ",ITA, FM , 2393 , 0 , 0 , 1992 , 283 
" Isonzo, David ",ITA, FM , 2388 , 0 , 0 , 1976 , 617 
" Lumachi, Gabriele ",ITA, FM , 2387 , 2287 , 2287 , 2003 , 290 
" Bonafede, Alessandro ",ITA, IM , 2386 , 2381 , 2349 , 1990 , 417 
" Lostuzzi, Manlio ",ITA, FM , 2386 , 0 , 2398 , 1960 , 118 
" D'Amore, Carlo ",ITA, IM , 2380 , 2456 , 2478 , 1964 , 609 
" Collutiis, Duilio ",ITA, IM , 2378 , 2454 , 2398 , 1976 , 876 
" Zamengo, Fulvio ",ITA, FM , 2376 , 2302 , 2277 , 1998 , 303 
" Di Caro, Calogero ",ITA, FM , 2375 , 0 , 0 , 1984 , 213 
" Iannaccone, Ernesto ",ITA, FM , 2375 , 0 , 0 , 1958 , 125 
" Genocchio, Daniele ",ITA, IM , 2374 , 2432 , 2364 , 1981 , 952 
" Sanna, Gianlazzaro ",ITA, FM , 2370 , 0 , 0 , 1960 , 162 
" Favaloro, Andrea ",ITA, FM , 2368 , 2268 , 2268 , 1998 , 250 
" Pasini, Giorgio ",ITA, FM , 2363 , 2304 , 2276 , 1963 , 0 
" Marinelli, Tullio ",ITA, IM , 2359 , 0 , 0 , 1967 , 423 
" Loiacono, Antonio ",ITA, FM , 2357 , 2257 , 2257 , 2002 , 290 
" Aranovitch, Emiliano ",ITA, IM , 2356 , 0 , 2347 , 1977 , 445 
" Borgo, Giulio ",ITA, IM , 2355 , 2417 , 2340 , 1967 , 1336 
" Guido, Flavio ",ITA, IM , 2350 , 2369 , 0 , 1963 , 553 
" Milocco, Franco ",ITA, FM , 2350 , 0 , 0 , 1960 , 41 
" Vallifuoco, Giacomo ",ITA, FM , 2346 , 0 , 0 , 1957 , 229 
" Brunello, Marina ",ITA, IM , 2343 , 2316 , 2295 , 1994 , 1120 
" Carnicelli, Valerio ",ITA, FM , 2342 , 2404 , 2323 , 2000 , 549 
" Piscopo, Pierluigi ",ITA, IM , 2342 , 2344 , 2393 , 1983 , 1077 
" Bertagnolli, Alexander ",ITA, IM , 2341 , 2375 , 2331 , 1983 , 383 
" Pegorari, Pietro ",ITA, FM , 2341 , 0 , 0 , 1949 , 71 
" Taruffi, Daniele ",ITA, FM , 2340 , 0 , 2369 , 1958 , 194 
" Manca, Federico ",ITA, IM , 2339 , 0 , 0 , 1969 , 1052 
" Pescatore, Lorenzo ",ITA, FM , 2338 , 2310 , 2287 , 1997 , 301 
" Cappelletto, Joshuaede ",ITA, FM , 2337 , 2237 , 2237 , 2005 , 178 
" Del Monaco, Andrea ",ITA, FM , 2337 , 0 , 0 , 1978 , 325 
" Bellomo, Francesco ",ITA, FM , 2336 , 0 , 0 , 1970 , 80 
" Ferrante, Marco ",ITA, FM , 2335 , 2260 , 0 , 1989 , 134 
" Caposciutti, Maurizio ",ITA, FM , 2331 , 2231 , 2299 , 1966 , 442 
" Seresin, Francesco ",ITA, FM , 2329 , 2229 , 2229 , 1999 , 309 
" Formento, Paolo ",ITA, FM , 2327 , 2270 , 2258 , 1997 , 349 
" Werther, Tobias ",ITA, FM , 2325 , 0 , 0 , 1973 , 46 
" Amato, Andrea ",ITA, FM , 2324 , 2371 , 2316 , 1986 , 200 
" Violla Cunha, Mario ",ITA, , 2322 , 2304 , 2347 , 1975 , 69 
" Boscolo Meneguolo, Federico ",ITA, FM , 2321 , 0 , 0 , 1996 , 5 
" Cacco, Christian ",ITA, FM , 2319 , 2350 , 2366 , 1981 , 435 
" Iotti, Pierluigi ",ITA, FM , 2319 , 0 , 0 , 1964 , 221 
" Mascellani, Marco ",ITA, FM , 2318 , 2282 , 0 , 1974 , 95 
" Bifulco, Michel ",ITA, FM , 2316 , 2216 , 2216 , 1993 , 500 
" Chiaudano, Andrea ",ITA, FM , 2315 , 0 , 0 , 1962 , 28 
" Braghetta, Sergio ",ITA, FM , 2314 , 2266 , 2214 , 1971 , 116 
" Ratti, Ruggero ",ITA, FM , 2314 , 0 , 0 , 1959 , 62 
" Yao, Stefano ",ITA, FM , 2312 , 2311 , 2267 , 1999 , 282 
" Bove, Alessandro ",ITA, FM , 2311 , 2341 , 2387 , 1987 , 465 
" Cocozza, Mario ",ITA, FM , 2309 , 0 , 0 , 1957 , 203 
" Stromboli, Ettore ",ITA, FM , 2308 , 2365 , 2409 , 1986 , 716 
" Gervasi, Giancarlo ",ITA, FM , 2307 , 0 , 0 , 1959 , 116 
" Landi, Alberto ",ITA, FM , 2307 , 2207 , 2207 , 2000 , 109 
" Toth, Bela ",ITA, IM , 2307 , 0 , 0 , 1943 , 1077 
" Carlo, Emanuele ",ITA, FM , 2306 , 2206 , 2206 , 2003 , 78 
" Castagnetta, Gianluca ",ITA, FM , 2305 , 0 , 0 , 1967 , 31 
" Negrini, Claudio ",ITA, FM , 2305 , 0 , 0 , 1967 , 40 
" Di Paolo, Raffaele ",ITA, FM , 2304 , 2265 , 0 , 1966 , 582 
" Profumo, Alberto ",ITA, FM , 2302 , 2278 , 0 , 1956 , 243 
" Malloni, Marcello ",ITA, FM , 2301 , 2325 , 2283 , 1970 , 338 
" Spornberger, Maximilian ",ITA, FM , 2301 , 0 , 2254 , 1995 , 215 
" Scalcione, Michelangelo ",ITA, FM , 2299 , 2344 , 2291 , 1978 , 624 
" La Manna, Andrea ",ITA, FM , 2297 , 2198 , 0 , 1983 , 125 
" Paltrinieri, Nicholas ",ITA, FM , 2297 , 2329 , 2245 , 1995 , 322 
" Messa, Roberto ",ITA, IM , 2296 , 2260 , 0 , 1957 , 427 
" Sarno, Spartaco ",ITA, IM , 2293 , 2407 , 0 , 1964 , 918 
" Moroder, Stefan ",ITA, FM , 2292 , 2192 , 2192 , 1980 , 153 
" Albano, Marco ",ITA, FM , 2291 , 2220 , 0 , 1947 , 251 
" Guerra, Ugo ",ITA, , 2290 , 0 , 0 , 1963 , 30 
" Randazzo, Adrian ",ITA, FM , 2290 , 2190 , 2190 , 1973 , 307 
" Bonati, Giulio ",ITA, , 2285 , 0 , 0 , 1959 , 1 
" Mazzilli, Piero ",ITA, FM , 2285 , 2284 , 0 , 1982 , 256 
" Sebastianelli, Diego ",ITA, FM , 2285 , 0 , 0 , 1971 , 111 
" Zimina, Olga ",ITA, IM , 2283 , 2327 , 2253 , 1982 , 1490 
" Brun, Dario ",ITA, FM , 2282 , 2206 , 2302 , 1985 , 137 
" Lanzani, Mario ",ITA, IM , 2280 , 2305 , 2312 , 1963 , 1149 
" Magrini, Fabrizio ",ITA, , 2280 , 2292 , 0 , 1990 , 153 
" Soprano, Paolo ",ITA, , 2280 , 0 , 0 , 1956 , 41 
" Palozza, Christian ",ITA, FM , 2279 , 2281 , 2189 , 2001 , 212 
" Sibilio, Mario ",ITA, FM , 2279 , 2383 , 2296 , 1960 , 627 
" Tomba, Ivan ",ITA, FM , 2279 , 2271 , 2296 , 1985 , 361 
" Pedini, Dario ",ITA, , 2278 , 2225 , 2178 , 1981 , 107 
" Tiraboschi, Nicolo` ",ITA, , 2277 , 2177 , 0 , 2000 , 95 
" Hugony, Fabrizio ",ITA, FM , 2275 , 0 , 0 , 1969 , 29 
" Corso, Sergio ",ITA, FM , 2272 , 2238 , 0 , 1960 , 55 
" Mariotti, Sergio ",ITA, GM , 2272 , 2254 , 0 , 1946 , 815 
" Capuano, Eugenio ",ITA, FM , 2270 , 0 , 0 , 1976 , 106 
" Scafarelli, Francesco ",ITA, IM , 2269 , 0 , 0 , 1933 , 184 
" Simonetto, Andrea ",ITA, , 2269 , 2169 , 2169 , 2000 , 99 
" Tirabassi, Maurizio ",ITA, FM , 2269 , 0 , 0 , 1957 , 163 
" Viviani, Alessio ",ITA, FM , 2268 , 0 , 0 , 1997 , 168 
" Bettalli, Francesco ",ITA, FM , 2267 , 2220 , 2216 , 2004 , 678 
